ITEM,CATEGORY,ADDITIONAL_CATEGORIES,AVAILABLE,PRICE,STATUS,PRODUCER,TITLE SPANISH,UNIT QUANTITY,UNIT,IS CREDIT,PACK SEPARATELY,MAX PER MEMBER,IMAGE URL,DESCRIPTION,LINK,WEIGHT,LABEL
Salsa - Gringo's Medium,Canned/Dried/Frozen Produce & Condiments,,8,5.00,Published,Gringo's,,1.0,Pint,true,FALSE,17,https://fairshares.org/wp-content/uploads/2020/04/Gringo-Medium-Salsa.jpg,"Medium SalsaINGREDIENTS:tomatoes, peppers, onions, celery, white vinegar, lime juice, lemon juice, salt, garlic, and spices",,Medium,
Salsa - Gringo's Mild,Canned/Dried/Frozen Produce & Condiments,,10,5.00,Published,Gringo's,,1.0,Jar,true,FALSE,6,https://fairshares.org/wp-content/uploads/2020/04/Gringo-Mild-Salsa.jpg,"Mild salsatomatoes, peppers, onions, celery, white vinegar, lime juice, lemon juice, salt, garlic, and spices",,Light,
Salsa - Hot TM&G,Canned/Dried/Frozen Produce & Condiments,,3,6.00,Published,Two Men and a Garden,,1.0,Pint,true,FALSE,3,https://storage.googleapis.com/farmigo-images/1/6109270751051776/i/5670095978364928.jpg?v=1614106460510,"Hot chunky salsa from Two Men and a Garden.INGREDIENTS:organic tomatoes, yellow onion, white vinegar, tomato paste, bell pepper, sugar, habanero, cilantro, garlic, salt, cumin",,Light,
Salsa - Medium - Mr.B's,Canned/Dried/Frozen Produce & Condiments,,0,5.00,Draft,B's Salsa & Hot Pepper Products,,1.0,Jar,true,FALSE,4,https://static1.squarespace.com/static/56affd051a5203d11aa1df7e/56b25e9ecf80a1861cb736fe/5aa667469140b73db6bb76ad/1520855055224/516A8756.jpg?format=1500w,Local salsa from Farmington Missouri.,,Light,
Salsa - Medium TM&G,Canned/Dried/Frozen Produce & Condiments,,0,6.00,Published,Two Men and a Garden,,1.0,Pint,true,FALSE,12,https://storage.googleapis.com/farmigo-images/1/6109270751051776/i/5660660344029184.jpg?v=1614106501441,"Medium chunky salsa from Two Men and a Garden.INGREDIENTS:tomato, yellow onion, white vinegar, tomato paste, bell pepper, jalapeno, cilantro, garlic, salt, cumin",,Light,
Salsa -OF,Canned/Dried/Frozen Produce & Condiments,,0,8.00,Draft,Ozark Forest,,8.0,Oz.,true,FALSE,17,http://,Salsa,,Light,
Salsa- Ivan's,Canned/Dried/Frozen Produce & Condiments,,0,6.75,Draft,Ivan's Fig Farm,,1.0,Pint,true,FALSE,17,/staticResource/resources/item-no-image.jpg,Salsa,,Light,
Salted Caramel Choc. Sauce,Candy,,0,10.00,Published,Bittersweet Truffles,,1.0,Jar,true,FALSE,17,https://fairshares.org/wp-content/uploads/2020/02/chocolatesaramelsauce.tn_.jpg,"On sale, save a dollar! Hand made chocolate sauce. Serve with ice cream or a spoon. Sugar, heavy cream, 55% dark chocolate, 35% milk chocolate,  glucose,  butter, fleur de sel, vanilla.",,Light,
Sampler Gummies,Gifts and Such,,100,17.00,Published,R & R Farms,,1.0,Each,true,FALSE,10,https://i0.wp.com/rrfarms1904.com/wp-content/uploads/2021/06/wholesale.jpg?w=350&ssl=1,"Sample packs. 2 Happy, 2 Calm, and 2 Sleep gummies.",,Light,
Sausages - Polish CB,Pastured Pork,,0,6.75,Draft,Circle B Ranch,,1.0,Pack,true,FALSE,17,https://www.redesign.circlebranchpork.com/wp-content/uploads/2019/04/54514689_2306723792721272_2865382629752963072_n-300x192.png,Polish Sausage,,Light,
Savoy Cabbage,Produce - Vegetables,,0,3.00,Draft,All Fair Shares Producers,,1.0,Head,true,FALSE,1,https://fairshares.org/wp-content/uploads/2020/04/savoy.jpg,"Savoy cabbage has crinkly leaves and is prized for its milder superior taste to regular green cabbage, but it can be used interchangeably.",,Light,
Scallions,Produce - Vegetables,,8,3.50,Published,All Fair Shares Producers,,1.0,Bunch,true,FALSE,10,https://storage.googleapis.com/farmigo-images/1/6109270751051776/i/5841598765203456.jpg?v=1618342321706,These are scallions with the bulbs.,,Light,
Scallions - No Root,Produce - Vegetables,,0,2.75,Draft,EarthDance Organic Farm School,,1.0,Bunch,true,FALSE,17,https://fairshares.org/wp-content/uploads/2020/02/LeekSaute.jpg,"Scallions cut just above the root so the greens will grow back and give us more throughout the season. If you are expecting the bulb, you'll be disappointed, but if you love the greens with just a tiny bit of the whites, you'll love them!",,Light,
Scamorza,Cheese,,0,6.50,Draft,Marcoot Jersey Creamery,,1.0,Package,true,FALSE,17,https://fairshares.org/wp-content/uploads/2020/04/Marcoot-Scarmoza.jpg,A salty melting Italian style cheese similar to an aged mozzarella.,,Light,
Scary Purple Potatoes,Produce - Vegetables,,0,3.50,Draft,All Fair Shares Producers,,1.0,Bag,true,FALSE,17,https://storage.googleapis.com/farmigo-images/1/6109270751051776/i/5724822843686912.jpg?v=1639521652109,These purple potatoes are perfectly good and will cook up just like any other potato that you don't have to poke the eyes out and revive in water.,,Light,
Schlafly Beer Order,Select Your Pickup Time,,999647,1.00,Draft,Schlafly Beer,!,1.0,$,true,FALSE,50,https://fairshares.org/wp-content/uploads/2020/05/SchlaflyPale.jpg,"Order directly from Schlafly (TAP ROOM LOCATION ONLY) and let us know if you ordered beer by adding this to your cart (FS and UC locations only for now). Read full instructions here: https://fairshares.org/blog-post/its-schlafly-beer-thirty/Enter Qty. 1 for up to one case. 2 for up to 2 cases, etc.",,Heavy,
Sea Scallops,Fish,,6,37.00,Published,Wild Alaska Salmon & Seafood,,1.0,Bag,true,FALSE,17,https://wildalaskasalmonandseafood.com/wp-content/uploads/2019/09/Scallops-in-Iron-Skillet_1000x666-100x100.jpg,Jumbo Sea Scallops 1 pound bag. Around 15,,Light,
Seasonal Bark,Candy,,9,4.00,Draft,Kakao,,1.0,Package,true,FALSE,4,/staticResource/resources/item-no-image.jpg,Order under ¨bark¨,,Light,
Seeded Janie's - Thursday,Bakery,,0,7.50,Published,Union Loafers,,1.0,Loaf,true,FALSE,2,https://union-loafers-cafe-and-bread-bakery.square.site/uploads/1/2/9/1/129144036/s642576876884555124_p166_i1_w500.jpeg,"Seeded Janie's BreadNaturally leavened bread with Janie’s Mill whole wheat, whole rye, pumpkin seeds, sunflower seeds, sesame seeds, millet and flax. Unsliced.",,Light,For Thursday!
Seeded Janie's Wednesday,Bakery,,0,7.50,Published,Union Loafers,,1.0,Loaf,true,FALSE,2,https://union-loafers-cafe-and-bread-bakery.square.site/uploads/1/2/9/1/129144036/s642576876884555124_p166_i1_w500.jpeg,"Seeded Janie's BreadNaturally leavened bread with Janie’s Mill whole wheat, whole rye, pumpkin seeds, sunflower seeds, sesame seeds, millet and flax.",,Light,For Wednesday
Seedy Wheaty - Frozen,Bakery,,2,2.50,Published,Companion Bakery,,1.0,Loaf,true,FALSE,3,https://storage.googleapis.com/farmigo-images/1/6109270751051776/i/4720615493861376.jpg?v=1614110591237,It's back!! Par baked seeded multigrain batard 14 oz,,Light,
Seedy Wheaty Bread,Bakery,,15,2.50,Published,Companion Bakery,,1.0,Loaf,true,FALSE,17,https://storage.googleapis.com/farmigo-images/1/6109270751051776/i/5669720560762880.jpg?v=1610665590121,Our old favorite in a smaller size.*,,Light,
Semolina - Thursday,Bakery,,0,6.50,Published,Union Loafers,,1.0,Loaf,true,FALSE,1,https://union-loafers-cafe-and-bread-bakery.square.site/uploads/1/2/9/1/129144036/s642576876884555124_p50_i3_w2048.jpeg?width=640,"""Semolina is a sesame-rolled italian sourdough. The crumb is clean and sweet against the nutty and rich crust. Its sourness is quite subdued from the addition of oil and sesame seeds, which lend a luxurious pop of textures and flavors."" Unsliced.",,Light,For Thursday!
Semolina - Wednesday,Bakery,,0,6.50,Published,Union Loafers,,1.0,Loaf,true,FALSE,1,https://union-loafers-cafe-and-bread-bakery.square.site/uploads/1/2/9/1/129144036/s642576876884555124_p50_i3_w2048.jpeg?width=640,"""Semolina is a sesame-rolled italian sourdough. The crumb is clean and sweet against the nutty and rich crust. Its sourness is quite subdued from the addition of oil and sesame seeds, which lend a luxurious pop of textures and flavors."" Unsliced.",,Light,For Wednesday!
Serrano Peppers - Hot,Produce - Vegetables,,0,1.00,Draft,Biver Farms,,1.0,6-pack,true,FALSE,10,https://fairshares.org/wp-content/uploads/2020/07/Serranos.jpg,Hot green serrano peppers.,,Light,
Sesame Hoagie,Bakery,,0,3.00,Published,Union Loafers,,1.0,Each,true,FALSE,1,https://images.squarespace-cdn.com/content/v1/59626a54e58c62cb702f966f/1550516597840-RQUDC10WZ33QFTLH6UAZ/Seal_blue.png?format=1500w,Classic deli roll with sesame seeds.,,Light,For Wednesday
Sesame Hoagie - T,Bakery,,0,3.00,Published,Union Loafers,,1.0,Each,true,FALSE,1,https://images.squarespace-cdn.com/content/v1/59626a54e58c62cb702f966f/1550516597840-RQUDC10WZ33QFTLH6UAZ/Seal_blue.png?format=1500w,Classic roll with sesame seeds.,,Light,For Thursday!
Shakshuka Sauce,Canned/Dried/Frozen Produce & Condiments,,9,8.75,Published,Clean Plate Pantry Sauces,,1.0,Jar,true,FALSE,6,https://storage.googleapis.com/farmigo-images/1/6109270751051776/i/5049313138573312.jpg?v=1612905920792,"15 oz jar vegan and gluten freeFor serving:Bring the Clean Plate Pantry Shakshuka Sauce to a simmer in a skillet. With a spoon make a well in the sauce and crack an egg directly into it. Repeat with up to 5 more eggs. Or, serve sauce with pastas, poultry, or seafood.INGREDIENTS:San Marzano tomatoes (whole tomatoes, tomato puree), red peppers (red peppers, water, salt, citric acid), onion, harissa paste (dried chiles, red pepper, extra virgin olive oil, white wine vinegar, spices, sun dried tomato, garlic, salt, water, distilled white vinegar), garlic, salt, olive oil, spices, sherry, vinegar, sugar",,Light,
Shallots - Organic,Produce - Vegetables,,0,4.00,Draft,Blue Heron Orchard,,1.0,Share,true,FALSE,2,https://fairshares.org/wp-content/uploads/2020/01/shallots_001.png,"Shallots are a type of small onion, with a mild, sweet flavor. 3/4lb organic shallots.",,Light,
Shank Soup Bone/lbs.,Grassfed Beef,,2,6.00,Published,Anton's Beef,,1.0,lbs,true,FALSE,17,https://storage.googleapis.com/farmigo-images/1/6109270751051776/i/5647129569656832.jpg?v=1643748570795,Price will be adjusted according to exact weight,,Light,
Shoots - Broccoli,Produce - Vegetables,,0,4.00,Draft,All Fair Shares Producers,,1.0,Bag,true,FALSE,5,/staticResource/resources/item-no-image.jpg,,,Light,
Shoots - Chefs Mix,Produce - Vegetables,,0,4.00,Draft,Bee Simple,,1.0,Share,true,FALSE,2,https://fairshares.org/wp-content/uploads/2020/03/bee_simple_logo_dark-1.png,Colorful mix of micro greens and edible flower petals,,Light,
Shoots - Cilantro,Produce - Vegetables,,0,4.00,Published,Bee Simple,,1.0,Package,true,FALSE,15,https://storage.googleapis.com/farmigo-images/1/6109270751051776/i/5912279594958848.jpg?v=1612302949547,"Shoots are grown in soil, and are the seedlings of plants (typically a vegetable or herb). They are packed with nutrients, and have intense flavor. Delicious as a garnish, or a delicate side salad.",,Light,
Shoots - Dill,Produce - Vegetables,,0,4.00,Draft,Bee Simple,,1.0,Share,true,FALSE,3,https://storage.googleapis.com/farmigo-images/1/6109270751051776/i/6646353330569216.jpg?v=1612302864821,"Shoots are grown in soil, and are the seedlings of plants (typically a vegetable or herb). They are packed with nutrients, and have intense flavor. Delicious as a garnish, or a delicate side salad.",,Light,
Shoots - Fennel,Produce - Vegetables,,0,4.00,Draft,Bee Simple,,1.0,Pack,true,FALSE,2,https://storage.googleapis.com/farmigo-images/1/6109270751051776/i/4979446207610880.jpg?v=1612302906090,"Shoots are grown in soil, and are the seedlings of plants (typically a vegetable or herb). They are packed with nutrients, and have intense flavor. Delicious as a garnish, or a delicate side salad.",,Light,
Shoots - Pea,Produce - Vegetables,,1,4.00,Published,Bee Simple,,1.0,Share,true,FALSE,2,https://storage.googleapis.com/farmigo-images/1/6109270751051776/i/6573310812880896.jpg?v=1612303020207,"Shoots are grown in soil, and are the seedlings of plants (typically a vegetable or herb). They are packed with nutrients, and have intense flavor. Delicious as a garnish, or a delicate side salad.",,Light,
Shoots - Radish,Produce - Vegetables,,0,4.00,Draft,All Fair Shares Producers,,1.0,Bag,true,FALSE,3,/staticResource/resources/item-no-image.jpg,"Shoots, unlike sprouts, are grown in the dirt and contain the full nutritional value of the plant. Great on salads or sandwiches, or as garnish.",,Light,
Shoots - Red Cabbage,Produce - Vegetables,,0,4.00,Draft,All Fair Shares Producers,,1.0,Share,true,FALSE,2,/staticResource/resources/item-no-image.jpg,"Shoots are grown in soil, and are the seedlings of plants (typically a vegetable or herb). They are packed with nutrients, and have intense flavor. Delicious as a garnish, or a delicate side salad.",,Light,
Shoots - Specialty Mix,Produce - Vegetables,,0,4.00,Published,Bee Simple,,1.0,Share,true,FALSE,2,https://storage.googleapis.com/farmigo-images/1/6109270751051776/i/5643059551272960.jpg?v=1612303066917,"Mixed Shoots with a variety of spicy and flavorful goodness.Shoots are grown in soil, and are the seedlings of plants (typically a vegetable or herb). They are packed with nutrients, and have intense flavor. Delicious as a garnish, or a delicate side salad.",,Light,
Shoots - Sunflower,Produce - Vegetables,,0,4.00,Published,Bee Simple,,1.0,Bag,true,FALSE,2,https://fairshares.org/wp-content/uploads/2020/04/sunflowersshoots.gif,"Crisp, crunchy, nutty--good and good for you.",,Light,
Shoots - Sunflower and Pea,Produce - Vegetables,,0,4.00,Draft,Bee Simple,,1.0,Bag,true,FALSE,2,https://fairshares.org/wp-content/uploads/2020/04/sunflowersshoots.gif,"Crisp, crunchy, nutty--good and good for you.",,Light,
Shopping Spree,Bakery,,999795,1.00,Draft,All Fair Shares Producers,,1.0,$,true,FALSE,10000,https://fairshares.org/sites/default/files/ShoppingSpree.jpg,Use this when you want to pick out your trades at your pickup. You can also buy gifts for others like this--just tell us who gets the shopping spree.,,Light,
Shopping Spree!,Produce - Vegetables,,9999783,1.00,Draft,All Fair Shares Producers,,1.0,$,true,FALSE,10000,https://fairshares.org/sites/default/files/ShoppingSpree.jpg,Use this when you want to pick out your trades at your pickup. You can also buy gifts for others like this--just tell us who gets the shopping spree.,,Light,
Shopping Spreeee,"Grains, Beans & Rice",,999999,1.00,Draft,All Fair Shares Producers,,1.0,$,true,FALSE,10,https://fairshares.org/sites/default/files/ShoppingSpree.jpg,Use this when you want to pick out your trades at your pickup. You can also buy gifts for others like this--just tell us who gets the shopping spree.,,Light,
Short Ribs/lbs.,Grassfed Beef,,2,8.00,Published,Anton's Beef,,1.0,lbs,true,FALSE,17,https://storage.googleapis.com/farmigo-images/1/6109270751051776/i/5181067635982336.jpg?v=1643749235428,Price will be adjusted according to exact weight,,Light,
Sirloin Steak,Grassfed Beef,,9,8.00,Published,Anton's Beef,,1.0,Pack,true,FALSE,17,https://storage.googleapis.com/farmigo-images/1/6109270751051776/i/5725332334182400.jpg?v=1643749347924,Beef Sirloin Steak 8 oz.,,Heavy,
Sirloin Steak (2.0 Package),Grassfed Beef,,0,15.50,Draft,Anton's Beef,,2.0,Package,true,FALSE,10,https://storage.googleapis.com/farmigo-images/1/6109270751051776/i/5725332334182400.jpg?v=1643749347924,Beef Sirloin Steak 8 oz.,,Heavy,
Sirloin Steak (4.0 Package),Grassfed Beef,,0,26.00,Draft,Anton's Beef,,4.0,Package,true,FALSE,10,https://storage.googleapis.com/farmigo-images/1/6109270751051776/i/5725332334182400.jpg?v=1643749347924,Beef Sirloin Steak 8 oz.,,Heavy,
Sirloin Steak (6.0 Package),Grassfed Beef,,0,36.00,Draft,Anton's Beef,,6.0,Package,true,FALSE,10,https://storage.googleapis.com/farmigo-images/1/6109270751051776/i/5725332334182400.jpg?v=1643749347924,Beef Sirloin Steak 8 oz.,,Heavy,
Sirloin Steak (8.0 Package),Grassfed Beef,,0,44.00,Draft,Anton's Beef,,8.0,Package,true,FALSE,10,https://storage.googleapis.com/farmigo-images/1/6109270751051776/i/5725332334182400.jpg?v=1643749347924,Beef Sirloin Steak 8 oz.,,Heavy,
Sirloin Tip Roast /lb.,Grassfed Beef,,0,20.50,Published,Pierce Creek Cattle Company,,1.0,Each,true,FALSE,2,/staticResource/resources/item-no-image.jpg,Grass fed and finished roast. Priced $10.25 per pound. Averages 2.2. to 2.12 pounds. Price will be adjusted to actual weight.,,Light,
Sirloin steak - wee /lb,Wee Ones,,5,1.00,Published,Anton's Beef,,1.0,Oz.,true,FALSE,5,/staticResource/resources/item-no-image.jpg,"Sirloin steak, a little under one pound per pack. Price will be adjusted according to exact weight at $1 per ounce.",,Medium,
Skirt Steak - Wee,Wee Ones,,0,5.40,Published,Anton's Beef,,1.0,Each,true,FALSE,1,/staticResource/resources/item-no-image.jpg,Skirt Steak ($11.75/lb) under 8 ounces,,Light,
Skirt Steak/lbs.,Grassfed Beef,,4,12.55,Published,Anton's Beef,,1.0,Each,true,FALSE,17,https://storage.googleapis.com/farmigo-images/1/6109270751051776/i/5161872890265600.jpg?v=1648478204567,Price will be adjusted according to exact weight at $12.55/lb,,Light,
Sleep - Blackberry Mint,Gifts and Such,,100,25.00,Published,R & R Farms,,1.0,10-pack,true,FALSE,10,https://i0.wp.com/rrfarms1904.com/wp-content/uploads/2020/12/IMG-5661-1-2-scaled.jpg?fit=2560%2C2364&ssl=1,Each gummy consists of 25mg of CBD and 25 mg of CBG.,,Light,
Sleep - Blackberry Mint (1.0 30-pack),Gifts and Such,,100,60.00,Published,R & R Farms,,1.0,30-pack,true,FALSE,10,https://i0.wp.com/rrfarms1904.com/wp-content/uploads/2020/12/IMG-5661-1-2-scaled.jpg?fit=2560%2C2364&ssl=1,Each gummy consists of 25mg of CBD and 25 mg of CBG.,,Light,
Sleep - Lemon,Gifts and Such,,100,25.00,Published,R & R Farms,,1.0,10-pack,true,FALSE,3,https://i0.wp.com/rrfarms1904.com/wp-content/uploads/2020/12/IMG-5661-1-2-scaled.jpg?resize=768%2C709&ssl=1,Each Calm gummy consists of 25mg of CBD and 25 mg of CBG. Lemon Drop Flavor,,Light,
Sleep - Lemon (1.0 30-pack),Gifts and Such,,100,60.00,Published,R & R Farms,,1.0,30-pack,true,FALSE,10,https://i0.wp.com/rrfarms1904.com/wp-content/uploads/2020/12/IMG-5661-1-2-scaled.jpg?resize=768%2C709&ssl=1,Each Calm gummy consists of 25mg of CBD and 25 mg of CBG. Lemon Drop Flavor,,Light,
Sliced Summer Sausage,Grassfed Beef,,6,7.00,Published,Voegele Farm Meats,,1.0,Bag,true,FALSE,10,https://storage.googleapis.com/farmigo-images/1/6109270751051776/i/5706587050082304.jpg?v=1649363225365,8 oz  bag country style summer sausage. Ready to eat. Beef and Pork,,Light,
Slicing Tomato Share- Biver,,,4895,0.00,Archived,All Fair Shares Producers,,1.0,Share,false,FALSE,1,/staticResource/resources/item-no-image.jpg,,,Light,
Smoked Pigs Feet -BS,Pastured Pork,,1,12.00,Published,Blind Star Farm,,1.0,Package,true,FALSE,2,https://,Smoked Pigs Feet priced per pound,,Light,
Smoked Salmon,Fish,,24,12.65,Published,Wild Alaska Salmon & Seafood,,1.0,Each,true,FALSE,17,https://fairshares.org/wp-content/uploads/2020/03/WildAlaskaSalmonAndSeafood.png,"Wild caught Smoked Salmon, traditional or black pepper",,Light,
Smoked Salmon  (1.0 Pepper),Fish,,13,12.65,Published,Wild Alaska Salmon & Seafood,,1.0,Pepper,true,FALSE,10,https://fairshares.org/wp-content/uploads/2020/03/WildAlaskaSalmonAndSeafood.png,"Wild caught Smoked Salmon, traditional or black pepper",,Light,
Snack Stick - Bacon Jalapeno,Pastured Pork,,16,1.50,Published,Circle B Ranch,,1.0,Each,true,FALSE,10,https://storage.googleapis.com/farmigo-images/1/6109270751051776/i/5711369596829696.jpg?v=1647971860547,"1 oz Sticks. No high fructose corn syrup, red dye, preservatives, sodium benzoate, added nitrates or nitrites. Gluten free, dairy free and MSG free. Low carb, low calorie, 5 g of Protein, 90 calories, NO Carbs, NO Sugar, 170 mg Sodium 100% American made in Missouri",,Light,
Snack Stick - Hickory CB,"Snacks, Nuts & Nut Butters",,17,1.50,Published,Circle B Ranch,,1.0,Each,true,FALSE,10,https://storage.googleapis.com/farmigo-images/1/6109270751051776/i/5686637379977216.jpg?v=1612297163086,"1 oz Sticks. No high fructose corn syrup, red dye, preservatives, sodium benzoate, added nitrates or nitrites. Gluten free, dairy free and MSG free. Low carb, low calorie, 5 g of Protein, 90 calories, NO Carbs, NO Sugar, 170 mg Sodium 100% American made in Missouri",,Light,
Snow Peas,Produce - Vegetables,,0,5.50,Draft,All Fair Shares Producers,,1.0,Bag,true,FALSE,17,https://fairshares.org/wp-content/uploads/2020/04/snowpeas.jpg,"3/4 lb.  Snow Peas are a flat, edible pea pod, sweet and tender, great for stir-fry dishes. Pop a bag in the freezer for use later--pea season is so short!",,Light,
Snow fog,Cheese,,0,8.75,Published,Prairie Fruits Farm and Creamery,,1.0,Each,true,FALSE,3,"https://static.wixstatic.com/media/5c231c_794fb6c7008f4431b4f68181ef161a11~mv2_d_4000_2667_s_4_2.jpg/v1/fill/w_45,h_45,al_c,q_85,usm_0.66_1.00_0.01/5c231c_794fb6c7008f4431b4f68181ef161a11~mv2_d_4000_2667_s_4_2.webp","Most bloomy rind (edible rind) cheeses continue to ripen as they age, even under refrigeration temperatures. This means they get softer and more gooey over time.",,Light,
Snowy Woodland Cheese,Cheese,,0,6.75,Published,Prairie Fruits Farm and Creamery,,1.0,Each,true,FALSE,6,"https://static.wixstatic.com/media/fe9f2d_970617678571441884e0d7164afab54f~mv2.jpg/v1/fill/w_500,h_500,al_c,q_85,usm_0.66_1.00_0.01/fe9f2d_970617678571441884e0d7164afab54f~mv2.webp","Mixed milk bloomies-a crottin style cylinder--similar to ""angel food."" Firm, buttery and mild when young, these little gems weigh close to 5 oz.",,Light,
Soap,Gifts and Such,,0,4.75,Published,Bee Simple,,1.0,Each,true,FALSE,17,https://storage.googleapis.com/farmigo-images/1/6109270751051776/i/6302669891174400.jpg?v=1612310257256,"Hand made bar of soap with natural ingredients, some local.Check out the varieties here to find your favorites.",,Light,
Soap (1.0 Basil Lemongrass),Gifts and Such,,0,4.75,Published,Bee Simple,,1.0,Basil Lemongrass,true,FALSE,10,https://storage.googleapis.com/farmigo-images/1/6109270751051776/i/6302669891174400.jpg?v=1612310257256,"Hand made bar of soap with natural ingredients, some local.Check out the varieties here to find your favorites.",,Light,
Soap (1.0 Cedar Rosemary),Gifts and Such,,3,4.75,Published,Bee Simple,,1.0,Cedar Rosemary,true,FALSE,10,https://storage.googleapis.com/farmigo-images/1/6109270751051776/i/6302669891174400.jpg?v=1612310257256,"Hand made bar of soap with natural ingredients, some local.Check out the varieties here to find your favorites.",,Light,
Soap (1.0 Cinnamon),Gifts and Such,,4,4.75,Published,Bee Simple,,1.0,Cinnamon,true,FALSE,10,https://storage.googleapis.com/farmigo-images/1/6109270751051776/i/6302669891174400.jpg?v=1612310257256,"Hand made bar of soap with natural ingredients, some local.Check out the varieties here to find your favorites.",,Light,
Soap (1.0 Coconut Oil),Gifts and Such,,0,4.75,Published,Bee Simple,,1.0,Coconut Oil,true,FALSE,10,https://storage.googleapis.com/farmigo-images/1/6109270751051776/i/6302669891174400.jpg?v=1612310257256,"Hand made bar of soap with natural ingredients, some local.Check out the varieties here to find your favorites.",,Light,
Soap (1.0 Eucalyptus Mint),Gifts and Such,,0,4.75,Published,Bee Simple,,1.0,Eucalyptus Mint,true,FALSE,10,https://storage.googleapis.com/farmigo-images/1/6109270751051776/i/6302669891174400.jpg?v=1612310257256,"Hand made bar of soap with natural ingredients, some local.Check out the varieties here to find your favorites.",,Light,
Soap (1.0 Facial Cleansing Bar),Gifts and Such,,3,4.75,Published,Bee Simple,,1.0,Facial Cleansing Bar,true,FALSE,10,https://storage.googleapis.com/farmigo-images/1/6109270751051776/i/6302669891174400.jpg?v=1612310257256,"Hand made bar of soap with natural ingredients, some local.Check out the varieties here to find your favorites.",,Light,
Soap (1.0 French Green Clay),Gifts and Such,,2,4.75,Published,Bee Simple,,1.0,French Green Clay,true,FALSE,10,https://storage.googleapis.com/farmigo-images/1/6109270751051776/i/6302669891174400.jpg?v=1612310257256,"Hand made bar of soap with natural ingredients, some local.Check out the varieties here to find your favorites.",,Light,
Soap (1.0 Grapefruit),Gifts and Such,,0,4.75,Published,Bee Simple,,1.0,Grapefruit,true,FALSE,10,https://storage.googleapis.com/farmigo-images/1/6109270751051776/i/6302669891174400.jpg?v=1612310257256,"Hand made bar of soap with natural ingredients, some local.Check out the varieties here to find your favorites.",,Light,
Soap (1.0 Honey Oat),Gifts and Such,,4,4.75,Published,Bee Simple,,1.0,Honey Oat,true,FALSE,10,https://storage.googleapis.com/farmigo-images/1/6109270751051776/i/6302669891174400.jpg?v=1612310257256,"Hand made bar of soap with natural ingredients, some local.Check out the varieties here to find your favorites.",,Light,
Soap (1.0 Lavender),Gifts and Such,,2,4.75,Published,Bee Simple,,1.0,Lavender,true,FALSE,10,https://storage.googleapis.com/farmigo-images/1/6109270751051776/i/6302669891174400.jpg?v=1612310257256,"Hand made bar of soap with natural ingredients, some local.Check out the varieties here to find your favorites.",,Light,
Sorghum Syrup,"Honey, Syrups & Sugar",,11,4.25,Published,All Fair Shares Producers,,1.0,Jar,true,FALSE,17,https://storage.googleapis.com/farmigo-images/1/6109270751051776/i/5087608610750464.jpg?v=1648584034559,"1lb. jar. Use in place of honey or sugar, flavor is like a mild molasses.",,Light,
Sourdough Bread,Bakery,,18,4.50,Published,Companion Bakery,,1.0,Lb.,true,FALSE,17,https://storage.googleapis.com/farmigo-images/1/6109270751051776/i/5711768290590720.jpg?v=1610665820857,Sourdough sliced bread now in 1 pound loaves.*,,Light,
Sourdough Bread - Frozen,Bakery,,13,4.50,Published,Companion Bakery,,1.0,Lb.,true,FALSE,5,https://storage.googleapis.com/farmigo-images/1/6109270751051776/i/5801204442595328.jpg?v=1610665847464,Sliced sourdough bread in a 1 pound loaf.,,Light,
Soy Sauce - Mushroom,Canned/Dried/Frozen Produce & Condiments,,8,6.00,Published,Ozark Forest,,1.0,Bottle,true,FALSE,17,https://fairshares.org/wp-content/uploads/2020/04/Ozark-Forest-Shitake-Soy-Sauce.jpg,"Great as salad dressing as well as soy sauce. Shiitake Mushroom Soy Sauce5 fl ozINGREDIENTS:water, soybeans, wheat, salt, shiitake",,Light,
Soy or Hot Sauce,Canned/Dried/Frozen Produce & Condiments,,159,6.00,Draft,Ozark Forest,,1.0,1-each,true,FALSE,10,/staticResource/resources/item-no-image.jpg,,,Light,
Spaghetti,"Pasta - Fresh, Frozen & Dry",,0,5.50,Draft,Midwest Pasta Co.,,1.0,Lb.,true,FALSE,17,http://,Fresh,,Light,
Spice Blend,Canned/Dried/Frozen Produce & Condiments,,8,4.00,Published,An Olive Ovation,,1.0,Bag,true,FALSE,4,https://storage.googleapis.com/farmigo-images/1/6109270751051776/i/5196777742532608.jpg?v=1619731552598,"Original recipe, all natural and all-purpose seasoning made in-house with kosher salt, Spanish sweet paprika, black pepper, garlic, dill seed, thyme, and chili pepper. Use to season everything including veggies, red and white meats, fish, and seafood.  Uses in sauces, as a rub, add to olive oil for bread dipping and jazz up your popcorn!  Sugar free, gluten free, vegan.  2.25 oz.",,Light,
Spicy Dill Pickles,Canned/Dried/Frozen Produce & Condiments,,23,7.00,Published,Hilty Bee Yard,,1.0,Quart,true,FALSE,17,https://fairshares.org/wp-content/uploads/2020/04/Hilty-Spicy-Pickles.jpg,Spicy Dill Pickles,,Light,
Spinach,Produce - Vegetables,,0,4.50,Published,All Fair Shares Producers,,1.0,Share,true,FALSE,4,https://storage.googleapis.com/farmigo-images/1/6109270751051776/i/6284725517811712.jpg?v=1611705947917,Popeye was right: it's a superfood! Can be eaten raw or cooked and is chock-full of nutrients.,,Light,
