ITEM,CATEGORY,ADDITIONAL_CATEGORIES,AVAILABLE,PRICE,STATUS,PRODUCER,TITLE SPANISH,UNIT QUANTITY,UNIT,IS CREDIT,PACK SEPARATELY,MAX PER MEMBER,IMAGE URL,DESCRIPTION,LINK,WEIGHT,LABEL
Pro Saucery - Homestyle Pro Ranch,Eggs/Yogurt/Milk,,0,7.00,Draft,All Fair Shares Producers,,8.0,Oz.,true,FALSE,4,/staticResource/resources/item-no-image.jpg,"High protein sauce from SLU. Ingredients: Greek yogurt, lemon juice, ranch seasoning, pepper, salt, and collagen.",,Light,
Pro Saucery - Peanut Pro,Eggs/Yogurt/Milk,,0,5.50,Draft,All Fair Shares Producers,,8.0,Oz.,true,FALSE,4,https://storage.googleapis.com/farmigo-images/1/6109270751051776/i/5349021160439808.jpg?v=1690306938705,"High protein sauce from SLU. Great with fruit, added to pancakes, french toast, waffles, mixed with yogurt, added to smoothies, or oatmeal for an additional boost of protein and flavor.Ingredients: PB fit, peanut butter, vanilla extract, Fairlife ultrafiltered milk, maple syrup, collagen (grass fed cow)",,Light,SALE! Eat this week.
Pro Saucery - Signature,Eggs/Yogurt/Milk,,0,7.00,Draft,All Fair Shares Producers,,8.0,Oz.,true,FALSE,4,/staticResource/resources/item-no-image.jpg,"High protein sauce from SLU.Ingredients: Greek yogurt, Ketchup, BBQ Sauce, Mayo, Mustard, Pepper, and Collagen",,Light,
Protein Choice $10,Pastured Pork,,0,10.00,Published,All Fair Shares Producers,,1.0,Share,true,FALSE,17,/staticResource/resources/item-no-image.jpg,We'll offer an array of protein options for your share selection. This week we have Ground Beef and Salame Beddu.,,Medium,
Protein Choice $12.75,Pastured Pork,,0,12.75,Published,All Fair Shares Producers,,1.0,Each,true,FALSE,10,/staticResource/resources/item-no-image.jpg,"We offer an array of protein options for your share selection. This week items may include: Beef Kabob meat, Boerewors Sausage, a few different Salmon varieties, etc.",,Light,
Protein Choice $14.75,Pastured Pork,,0,14.75,Published,All Fair Shares Producers,,1.0,Each,true,FALSE,3,/staticResource/resources/item-no-image.jpg,"We offer an array of protein options for your share selection. This week we have Bacon Burgers, Bison, and Bolyard Short Ribs",,Light,
Protein Choice $15.75,Pastured Pork,,0,15.75,Published,All Fair Shares Producers,,1.0,Pack,true,FALSE,10,/staticResource/resources/item-no-image.jpg,"We have a variety of proteins to pick from. If you don't delete it from your cart and select something else from the store we will pick for you. This week we have pork bacon burgers, short ribs, etc.",,Light,
Protein Choice $8,Pastured Pork,,0,8.00,Published,All Fair Shares Producers,,1.0,Choice,true,FALSE,10,/staticResource/resources/item-no-image.jpg,"We'll put a package of an $8 item in your bag unless you delete this from your cart and select one from the store. A few examples: Pork Sausage, Italian Pork Bulk, Pork Chorizo, etc.",,Light,
Pumpkin,Produce - Vegetables,,0,5.50,Published,Three Girls and a Tractor,,1.0,Each,true,FALSE,6,https://storage.googleapis.com/farmigo-images/1/6109270751051776/i/1634675896360.jpg?v=1634675897583,Varying sized pumpkins for jack-lanterns.,,Light,
Pumpkin (1.0 Large),Produce - Vegetables,,5,8.50,Published,Three Girls and a Tractor,,1.0,Large,true,FALSE,10,https://storage.googleapis.com/farmigo-images/1/6109270751051776/i/1634675896360.jpg?v=1634675897583,Varying sized pumpkins for jack-lanterns.,,Light,
Pumpkin (1.0 Medium),Produce - Vegetables,,6,5.75,Published,Three Girls and a Tractor,,1.0,Medium,true,FALSE,10,https://storage.googleapis.com/farmigo-images/1/6109270751051776/i/1634675896360.jpg?v=1634675897583,Varying sized pumpkins for jack-lanterns.,,Light,
Pumpkin (1.0 Mini),Produce - Vegetables,,6,1.25,Published,Three Girls and a Tractor,,1.0,Mini,true,FALSE,10,https://storage.googleapis.com/farmigo-images/1/6109270751051776/i/1634675896360.jpg?v=1634675897583,Varying sized pumpkins for jack-lanterns.,,Light,
Pumpkin Cranberry - Frozen,Bakery,,3,10.00,Published,Companion Bakery,,1.0,Loaf,true,FALSE,5,/staticResource/resources/item-no-image.jpg,Pumpkin cranberry bread one pound loaf,,Light,
Pumpkin Cranberry Bread,Bakery,,0,10.00,Published,Companion Bakery,,1.0,Loaf,true,FALSE,6,/staticResource/resources/item-no-image.jpg,Pumpkin cranberry bread one pound loaf,,Light,
Pumpkin Seeds Unsalted,"Snacks, Nuts & Nut Butters",,1,5.50,Draft,Mound City,,1.0,Bag,true,FALSE,4,/staticResource/resources/item-no-image.jpg,"Fancy dry roasted pumpkin seeds andsalt,10 oz bags",,Light,
Pumpkin and Whole Wheat Vermicelli,"Pasta - Fresh, Frozen & Dry",,0,6.50,Draft,Midwest Pasta Co.,,1.0,Lb.,true,FALSE,17,http://,Fresh,,Light,
Purple Potatoes,Produce - Vegetables,,0,4.50,Draft,All Fair Shares Producers,,2.0,lbs,true,FALSE,17,https://fairshares.org/wp-content/uploads/2020/08/PrettyFingerlings.jpg,"Purple fingerling potatoes called Magic Molly. Not a true fingerling, but many of the smaller ones will pass as a fingerling. The dark purple skin and dark purple flesh retain their color and are indeed magic, especially when roasted.",,Light,
Purple Straw SRW Pastry Wheat Flour,"Grains, Beans & Rice",,0,7.25,Published,Brian Severson Farm,,1.0,Bag,true,FALSE,2,/staticResource/resources/item-no-image.jpg,"5 pound bag heirloom whole wheat pastry bread flour, stone milled. Purple Straw wheat is thought to be the secret ingredient to old time Southern biscuits. A variety of wheat from the 1700s, pre-dating the Revolutionary War, was popular in the ""South"" until it was crowded out by better yielding modern wheat varieties in the 20th century.",,Light,
Purple Straw SRW Sifted Wheat Flour,"Grains, Beans & Rice",,0,8.60,Published,Brian Severson Farm,,1.0,Bag,true,FALSE,2,/staticResource/resources/item-no-image.jpg,"5 pound bag of sifted heirloom wheat. High extraction 80%. Purple Straw wheat is thought to be the secret ingredient to old time Southern biscuits. A variety of wheat from the 1700s, pre-dating the Revolutionary War, was popular in the ""South"" until it was crowded out by better yielding modern wheat varieties in the 20th century",,Light,
Quark-Frozen,Cheese,,7,6.50,Published,Marcoot Jersey Creamery,,1.0,Tub,true,FALSE,17,https://static1.squarespace.com/static/546a30aae4b02ed9bcbe570b/t/54affb4be4b0fb47dcb1fde4/1420819330871/?format=750w,"Soft, mild, spreadable. Use in place of cream cheese and ricotta.  A traditional German soft and mild cheese, similar to cream cheese and sour cream. Quark can be used with herbs, preserves, or seasonings.  Quark is delicious in many dishes as well as appetizers including cheesecake, quiche, and bagels.",,Medium,
Queso Quesadilla - HBC,Cheese,,7,6.50,Published,Hemme Brothers Creamery,,1.0,Each,true,FALSE,6,/staticResource/resources/item-no-image.jpg,"Queso Quesadilla cheese is a semi-soft, white cheese that has a mild and slightly tangy flavor. It has a smooth and creamy texture that melts easily, making it perfect for dishes like quesadillas, enchiladas, and nachos. This cheese is versatile and can be used in both hot and cold dishes, adding a delicious creaminess to any recipe.",,Light,
RL Chocolate Milk,Eggs/Yogurt/Milk,,8,2.50,Published,Rolling Lawn Farms,,1.0,Bottle,true,FALSE,6,https://storage.googleapis.com/farmigo-images/1/6109270751051776/i/6177784355487744.jpg?v=1620769424272,Chocolate milk in a 12 oz bottle.,,Light,
RL Heavy Cream,Eggs/Yogurt/Milk,,3,6.75,Published,Rolling Lawn Farms,7.5/6.75,1.0,Pint,true,FALSE,6,https://storage.googleapis.com/farmigo-images/1/6109270751051776/i/5705162228236288.jpg?v=1620769656410,7/23 Rolling Lawn's Heavy Cream.,,Light,
RL Heavy Cream 1 Quart,Eggs/Yogurt/Milk,,0,12.00,Published,Rolling Lawn Farms,,1.0,Quart,true,FALSE,1,https://,"Blueberries and cream, summer desserts, ice cream!",,Light,
RL Plastic Gallon Milk,Eggs/Yogurt/Milk,,0,7.75,Published,Rolling Lawn Farms,,1.0,Jar,true,FALSE,1,/staticResource/resources/item-no-image.jpg,,,Light,
Rack of Lamb,Grassfed Bison and Lamb,,3,21.00,Published,D & M Farms,,1.0,lbs,true,FALSE,6,/staticResource/resources/item-no-image.jpg,Price will vary based on actual weight,,Light,
Radicchio,Produce - Vegetables,,0,5.25,Published,Avant Gardens,,1.0,Head,true,FALSE,4,https://storage.googleapis.com/farmigo-images/1/6109270751051776/i/5669920964608000.jpg?v=1701206798958,Looking for a bitter/spicy taste to add to your dinner? Look no further.,,Light,
Radish Mix,Produce - Vegetables,,0,3.75,Draft,All Fair Shares Producers,,1.0,Bunch,true,FALSE,17,https://storage.googleapis.com/farmigo-images/1/6109270751051776/i/5934516031979520.jpg?v=1632255036567,A mix of red and purple radishes with greens,,Light,
Radishes -  Long Scarlet,Produce - Vegetables,,0,3.50,Draft,All Fair Shares Producers,,1.0,Share,true,FALSE,17,https://storage.googleapis.com/farmigo-images/1/6109270751051776/i/4730188411699200.jpg?v=1636411655396,"Long Scarlet Cincinnatti Radish is a lovely heirloom radish with a tender, crisp and mild flesh.",,Light,
Radishes - Bunch,Produce - Vegetables,,8,3.50,Published,Yoder's Produce,,1.0,Bunch,true,FALSE,3,https://fairshares.org/wp-content/uploads/2020/04/radishescropped.gif,"Salad radishes with tops. Don't throw those tops out, cook them with your other greens--it's all food!",,Light,
Radishes - Daikon,Produce - Vegetables,,0,3.00,Draft,All Fair Shares Producers,,1.0,Each,true,FALSE,5,https://storage.googleapis.com/farmigo-images/1/6109270751051776/i/5680376676614144.jpg?v=1608580764173,white daikon radishes.,,Light,
Radishes - French Breakfast,Produce - Vegetables,,0,4.25,Published,EarthDance Organic Farm School,,1.0,Bunch,true,FALSE,5,https://storage.googleapis.com/farmigo-images/1/6109270751051776/i/5954385954865152.jpg?v=1655840083119,,,Light,
Radishes - Mini Daikon,Produce - Vegetables,,7,3.50,Published,Biver Farms,,1.0,Bunch,true,FALSE,4,https://storage.googleapis.com/farmigo-images/1/6109270751051776/i/5736507754283008.jpg?v=1717524591127,Miniature version of daikons. No tops this week.,,Light,
Radishes - Petite Round,Produce - Vegetables,,0,2.75,Draft,All Fair Shares Producers,,1.0,Bunch,true,FALSE,5,https://storage.googleapis.com/farmigo-images/1/6109270751051776/i/5848135390855168.jpg?v=1648482032387,,,Light,
Radishes - Purple Heart,Produce - Vegetables,,0,5.25,Published,EarthDance Organic Farm School,,1.0,Lb.,true,FALSE,2,https://storage.googleapis.com/farmigo-images/1/6109270751051776/i/6002233170722816.jpg?v=1704202307977,"With a violet exterior and a beautiful purple and white interior, this crispy radish has a mild to medium heat. It can be eaten raw or cooked, and is an excellent source of fiber and vitamin C.",,Light,
Radishes - Red,Produce - Vegetables,,0,4.25,Published,Nolte Hills Nursery,,1.0,Lb.,true,FALSE,4,https://storage.googleapis.com/farmigo-images/1/6109270751051776/i/5589946331693056.jpg?v=1704230606702,Bunch radishes without the greens on top.,,Light,
Radishes - Spanish Black,Produce - Vegetables,,0,4.50,Published,All Fair Shares Producers,,1.0,Lb.,true,FALSE,4,https://storage.googleapis.com/farmigo-images/1/6109270751051776/i/6254342402342912.jpg?v=1648482095863,Pebbly black skin and white flesh - it can be eaten raw or cooked.,,Light,
Radishes - Watermelon,Produce - Vegetables,,0,4.25,Published,All Fair Shares Producers,,1.0,Bunch,true,FALSE,2,https://fairshares.org/wp-content/uploads/2020/04/watermelonradish_0.gif,"Watermelon radishes are an heirloom variety of Daikon radish with stunning fuchsia flesh and a pale green rind. The flavor is rather mild and lightly sweet, especially when peeled.",,Light,
Rainier Cherries,Produce - Fruits,,0,8.00,Draft,All Fair Shares Producers,,1.0,Lb.,true,FALSE,2,/staticResource/resources/item-no-image.jpg,"Rainier Cherries, red and yellow and sweet.",,Light,
Ramen,"Pasta - Fresh, Frozen & Dry",,0,5.50,Draft,Midwest Pasta Co.,,1.0,Lb.,true,FALSE,17,http://,Fresh ramen noodles...you know what to do!,,Light,
Ramps,Produce - Vegetables,,0,6.00,Published,Garden Gate Farm,,1.0,Bunch,true,FALSE,4,https://storage.googleapis.com/farmigo-images/1/6109270751051776/i/1713802005862.jpg?v=1713802007551,Wild ramps are a variety of wild onion. Cut off the bulbs at the bottom to cook or sautee. The tops can be used as a garnish. Ramp butter is a great way to get a full flavor of this rare item. Our bunches will include roughly 4oz of ramps.,,Light,Limited!
Ranch Steak - Wee /lb.,Wee Ones,,0,14.50,Published,All Fair Shares Producers,,1.0,Each,true,FALSE,3,/staticResource/resources/item-no-image.jpg,"Ranch Steak, similar to sirloin, great for grilling, stir-fry, or pan fry. Packaged just a bit under a pound.  Price will be adjusted to actual weight. $14.50 a pound",,Light,fresh
Ranch Steak /lb.,Grassfed Beef,,0,14.50,Published,Bolyard's Meats & Provisions,,1.0,Each,true,FALSE,4,/staticResource/resources/item-no-image.jpg,"Ranch Steak, similar to sirloin, great for grilling, stir-fry, or pan fry. Packaged close to 1 pounds each. Price will be adjusted to actual weight. Any under a pound will be found in the Wee section of the store.",,Light,Fresh
Ranch Steak WOW! /lb.,Wee Ones,,0,14.50,Published,Bolyard's Meats & Provisions,,1.0,Each,true,FALSE,4,/staticResource/resources/item-no-image.jpg,"Ranch Steak, similar to sirloin, great for grilling, stir-fry, or pan fry. Packaged 1-1.5 pounds each. Price will be adjusted to actual weight. Any under a pound will be found in the Wee section of the store.",,Light,
Raspberries - Black/Red,Produce - Fruits,,0,6.00,Published,Yoder's Produce,,1.0,Half Pint,true,FALSE,1,https://storage.googleapis.com/farmigo-images/1/6109270751051776/i/5706437330206720.jpg?v=1687293977782,1/2 pint of either Black or Red Raspberries!,,Light,
Ravioli -  Artichoke,"Pasta - Fresh, Frozen & Dry",,0,10.25,Archived,Midwest Pasta Co.,,1.0,Lb.,true,FALSE,10,https://www.midwestpastaco.com/product/artichoke-ravioli/,"Large square shaped egg pasta ravioli filled with artichoke hearts, red pepper and goat cheese",,Light,
Ravioli - 4-Cheese,"Pasta - Fresh, Frozen & Dry",,7,9.00,Published,Midwest Pasta Co.,,1.0,Lb.,true,FALSE,17,https://149353211.v2.pressablecdn.com/wp-content/uploads/2016/11/four_cheese-600x480.jpg,"Frozen - Medium sized square ravioli made with ricotta, mozzarella, asiago and pecorino romano cheeses in egg pastaINGREDIENTS:semolina, durum, cage free eggs, ricotta, mozzerella, pecorino, asiago, chives, parsley, garlic, potatocontains: wheat, milk, eggs",,Light,
Ravioli - Butternut Squash,"Pasta - Fresh, Frozen & Dry",,5,9.00,Published,Midwest Pasta Co.,,1.0,Lb.,true,FALSE,17,https://149353211.v2.pressablecdn.com/wp-content/uploads/2016/11/Butternut-Squash-600x480.jpg,"Frozen: Roasted butternut squash, garlic, honey and cheese in egg pastaINGREDIENTS:semolina, durum, cage free eggs, butternut squash, garlic, pecorino romano, cream cheese, honey, panko bread crumbs, spicescontains: wheat, milk, eggs",,Light,
Ravioli - Goat Cheese,"Pasta - Fresh, Frozen & Dry",,2,9.00,Published,Midwest Pasta Co.,,1.0,Lb.,true,FALSE,17,https://149353211.v2.pressablecdn.com/wp-content/uploads/2016/11/Artichoke-Ravioli-600x480.jpg,"Frozen goat cheese ravioliINGREDIENTS:semolina, durum, cage free eggs, black pepper, goat cheesecontains: wheat, milk, eggs",,Light,
Ravioli - Mushroom,"Pasta - Fresh, Frozen & Dry",,3,9.00,Published,Midwest Pasta Co.,,1.0,Lb.,true,FALSE,3,https://149353211.v2.pressablecdn.com/wp-content/uploads/2016/11/Butternut-Squash-600x480.jpg,"Frozen mushroom ravioli with garlic and black truffle in herb pastaINGREDIENTS:semolina, durum, cage free eggs, olive oil, cream cheese, red pepper, black pepper, white pepper, chives, salt, black truffle oil, bread crumbs, mushroom, garliccontains: wheat, milk, eggs",,Light,
Ravioli Choice,"Pasta - Fresh, Frozen & Dry",,0,8.50,Draft,All Fair Shares Producers,,1.0,Lb.,true,FALSE,2,/staticResource/resources/item-no-image.jpg,"We'll offer a choice of our ravioli flavors, including 4 cheese, butternut and mushroom (choice while supplies last).",,Light,
Raviolini - Mozzerella Herb,"Pasta - Fresh, Frozen & Dry",,3,9.00,Published,Midwest Pasta Co.,,1.0,Lb.,true,FALSE,6,https://149353211.v2.pressablecdn.com/wp-content/uploads/2016/11/,"Frozen small sized square ravioli made with cage free eggs, ricotta, mozzarella, asiago and pecorino cheeses in egg pasta",,Light,
Raw Goat Milk Gouda OHC,Cheese,,0,10.00,Draft,Old Heritage Creamery LLC,,1.0,Package,true,FALSE,6,https://www.commonground.coop/sites/default/files/oldheritage.jpg,Local Grass Fed Raw Goat Milk Gouda aprox 8 oz,,Light,
Raw Milk Aged Cheddar,Cheese,,0,10.00,Published,Old Heritage Creamery LLC,1,1.0,Each,true,FALSE,6,https://storage.googleapis.com/farmigo-images/1/6109270751051776/i/4604300085035008.jpg?v=1620768363971,"8 oz. local grass fed cow milk, aged over 60 days.",,Light,
Red &/or Blue Potatoes,Produce - Vegetables,,0,4.50,Draft,All Fair Shares Producers,,1.0,Bag,true,FALSE,1,https://fairshares.org/wp-content/uploads/2020/08/PrettyPotatoes.2-scaled.jpg,"A two-pound mix of Adirondack red and Adirondack blue potatoes grown by Three Rivers Farm. The second delivery was bagged individually, so if we run out of the mix, we'll put in one or the other.",,Light,
Red Chile Sauce,Canned/Dried/Frozen Produce & Condiments,,11,11.50,Published,Clean Plate Pantry Sauces,,1.0,Jar,true,FALSE,6,https://fairshares.org/wp-content/uploads/2020/04/canned-004.jpeg,"15 oz jar vegan and gluten freeFor serving:Warm and use over enchiladas. Or use with ground or shredded meat for tacos. Make it all vegan with tofu. Use as a base for chili (with or without meat, or beans).INGREDIENTS:Dried chiles, tomato, onion, canola oil, tomato paste, chocolate (cacao beans, sugar, cocoa butter, sunflower lecithin, vanilla beans), garlic, salt, vinegar, spices, citric acid",,Light,
Red Cornmeal,"Grains, Beans & Rice",,0,3.75,Published,Brian Severson Farm,,1.0,Each,true,FALSE,6,https://storage.googleapis.com/farmigo-images/1/6109270751051776/i/4586734445789184.jpg?v=1620770426649,"Bloody Butcher organic red cornmeal, one pound bags",,Light,
Red Potatoes,Produce - Vegetables,,0,4.50,Draft,All Fair Shares Producers,,2.0,lbs,true,FALSE,17,https://fairshares.org/wp-content/uploads/2020/04/Potatoes.tn_.jpg,,,Light,
Red and Yellow Slicing Tomatoes Share -  Nolte,,,941,0.00,Archived,All Fair Shares Producers,,1.0,Share,false,FALSE,1,/staticResource/resources/item-no-image.jpg,,,Light,
Rhubarb,Produce - Vegetables,,0,9.50,Published,All Fair Shares Producers,,1.0,Bunch,true,FALSE,4,https://storage.googleapis.com/farmigo-images/1/6109270751051776/i/4814537274425344.jpg?v=1713874683856,1lb bunch of Rhubarb = about 4 cups,,Light,Sale!
Ribeye - lb - Wee,Wee Ones,,1,33.35,Published,D & M Farms,,1.0,Lb.,true,FALSE,4,/staticResource/resources/item-no-image.jpg,Yum! Ribeye!! Just under a pound. Price will be adjusted for exact weight.,,Light,
Ribeye Steak /lb,Grassfed Beef,,5,33.35,Published,D & M Farms,,1.0,Pack,true,FALSE,17,https://storage.googleapis.com/farmigo-images/1/6109270751051776/i/6322472374763520.jpg?v=1643748159986,"Beef Ribeye, 12-16 oz per pack. Price will be adjusted to exact weight at $33.35/lb. ($2.08 per oz)",,Light,
Ribs - Baby Back/lb.,Pastured Pork,,4,6.75,Published,D & M Farms,,1.0,Lb.,true,FALSE,5,https://storage.googleapis.com/farmigo-images/1/6109270751051776/i/4859251924271104.jpg?v=1683050089003,"Baby Back Ribs sold by the lb. /$6.75#Average package weight: 2.75lb",,Light,
Ribs - Spare/lb Wee/WOW,Wee Ones,,0,7.00,Published,All Fair Shares Producers,,1.0,Small,true,FALSE,2,/staticResource/resources/item-no-image.jpg,@$4 per #/ price will be adjusted according to exact weight.,,Light,
Rice - Basmati Brown,"Grains, Beans & Rice",,0,6.75,Published,McKaskle Family Farm,,2.0,Lb.,true,FALSE,17,https://fairshares.org/wp-content/uploads/2020/04/Braggadocio-Brown-Basmati-Rice.jpg,"Organic long, thin grains with a floral aroma and nutty flavor. Basmati is the traditional rice used for Indian dishes.",,Light,
Rice - Basmati White,"Grains, Beans & Rice",,0,6.75,Published,McKaskle Family Farm,,2.0,Lb.,true,FALSE,17,https://fairshares.org/wp-content/uploads/2020/04/Braggadocio-White-Basmati-Rice.jpg,"Organic long, thin grains with a floral aroma and nutty flavor. Basmati is the traditional rice used for Indian dishes.",,Light,
Rice - Brown,"Grains, Beans & Rice",,1,6.00,Published,McKaskle Family Farm,,2.0,Lb.,true,FALSE,17,https://fairshares.org/wp-content/uploads/2020/04/Braggadocio-Long-Grain-Brown-Rice.jpg,Organic long grain brown rice.,,Light,
Rice - White,"Grains, Beans & Rice",,0,6.00,Published,McKaskle Family Farm,,2.0,Lb.,true,FALSE,17,https://fairshares.org/wp-content/uploads/2020/05/white-rice_pkg.jpg,Organic long grain white rice,,Light,
Rice - White or Brown,"Grains, Beans & Rice",,0,6.00,Published,McKaskle Family Farm,,1.0,Bag,true,FALSE,1,/staticResource/resources/item-no-image.jpg,2lb bag of White or Brown Rice. Basmati or long.,,Light,
Rice Choice - Basmati,"Grains, Beans & Rice",,0,6.75,Published,All Fair Shares Producers,,1.0,Bag,true,FALSE,2,/staticResource/resources/item-no-image.jpg,Brown or White  Basmati rice.,,Light,
Roasted Corn Snack - BBQ,"Snacks, Nuts & Nut Butters",,0,8.75,Draft,Rolling Thunder Snack Co.,,1.0,Bag,true,FALSE,3,https://cdn.faire.com/fastly/64ed70a31a11f6c2255336cc648e4aa58d0bb4752f1f0ed312a0900096f1156a.jpeg?bg-color=fff&canvas=100:100&dpr=2&fit=bounds&format&height=100&width=100,"Roasted corn kernels, 6 oz. bag. BBQ roasted corn. Flavored with a sweet and smokey BBQ seasoning.",,Light,
Roasted Corn Snack - Chili Lime,"Snacks, Nuts & Nut Butters",,0,8.75,Published,Rolling Thunder Snack Co.,,1.0,Bag,true,FALSE,3,/staticResource/resources/item-no-image.jpg,"Roasted corn kernels. 6oz, bag from Nixa, MO. ""The corn is roasted, seasoned, and salted for a mouthwatering perfect snack when you need that double punch of salty plus crunchy snack to munch on endlessly. They taste similar to corn chips, but better!""",,Light,
Roasted Corn Snack - Ranch,"Snacks, Nuts & Nut Butters",,0,8.75,Published,Rolling Thunder Snack Co.,,1.0,Bag,true,FALSE,3,https://storage.googleapis.com/farmigo-images/1/6109270751051776/i/5037294562705408.jpg?v=1680642600501,"Roasted corn kernels. 6oz, bag from Nixa, MO. ""The corn is roasted, seasoned, and salted for a mouthwatering perfect snack when you need that double punch of salty plus crunchy snack to munch on endlessly. They taste similar to corn chips, but better!""",,Light,
Roasted Corn Snack - Salted,"Snacks, Nuts & Nut Butters",,0,8.75,Published,Rolling Thunder Snack Co.,,1.0,Bag,true,FALSE,3,https://cdn.faire.com/fastly/d41f0698bda5d391deb9109bf69376a701e97d4c15f86f5f3ed397aa2c6fc707.jpeg?dpr=1.5&fit=bounds&format=jpg&height=130&width=130,"Roasted corn kernels. 6oz, bag from Nixa, MO. ""The corn is roasted and salted for a mouthwatering perfect snack when you need that double punch of salty plus crunchy snack to munch on endlessly. They taste similar to corn chips, but better!""",,Light,
Ropp Aged Cheddar,Cheese,,0,6.00,Draft,Ropp Jersey Cheese,,1.0,Pack,true,FALSE,2,/staticResource/resources/item-no-image.jpg,Ropp cheese,,Light,
Ropp Cheddar,Cheese,,0,7.00,Published,Ropp Jersey Cheese,,1.0,Cheese,true,FALSE,17,https://storage.googleapis.com/farmigo-images/1/6109270751051776/i/5150933608562688.jpg?v=1620768480873,"If it's in the share, and you don't specify, we'll give you whichever we have most of. Choices include:Natural WhiteSharpGreen OnionSmokedSundried Tomato",,Light,
Ropp Cheddar (1.0 Green Onion),Cheese,,0,7.00,Published,Ropp Jersey Cheese,,1.0,Green Onion,true,FALSE,10,https://storage.googleapis.com/farmigo-images/1/6109270751051776/i/5150933608562688.jpg?v=1620768480873,"If it's in the share, and you don't specify, we'll give you whichever we have most of. Choices include:Natural WhiteSharpGreen OnionSmokedSundried Tomato",,Light,
Ropp Cheddar (1.0 Sharp),Cheese,,0,7.00,Published,Ropp Jersey Cheese,,1.0,Sharp,true,FALSE,10,https://storage.googleapis.com/farmigo-images/1/6109270751051776/i/5150933608562688.jpg?v=1620768480873,"If it's in the share, and you don't specify, we'll give you whichever we have most of. Choices include:Natural WhiteSharpGreen OnionSmokedSundried Tomato",,Light,
Ropp Cheddar (1.0 Smoked),Cheese,,0,6.50,Draft,Ropp Jersey Cheese,,1.0,Smoked,true,FALSE,10,https://storage.googleapis.com/farmigo-images/1/6109270751051776/i/5150933608562688.jpg?v=1620768480873,"If it's in the share, and you don't specify, we'll give you whichever we have most of. Choices include:Natural WhiteSharpGreen OnionSmokedSundried Tomato",,Light,
Ropp Cheddar (1.0 Tomato),Cheese,,0,7.00,Published,Ropp Jersey Cheese,,1.0,Tomato,true,FALSE,10,https://storage.googleapis.com/farmigo-images/1/6109270751051776/i/5150933608562688.jpg?v=1620768480873,"If it's in the share, and you don't specify, we'll give you whichever we have most of. Choices include:Natural WhiteSharpGreen OnionSmokedSundried Tomato",,Light,
Ropp Cheddar (1.0 White),Cheese,,0,6.50,Draft,Ropp Jersey Cheese,,1.0,White,true,FALSE,10,https://storage.googleapis.com/farmigo-images/1/6109270751051776/i/5150933608562688.jpg?v=1620768480873,"If it's in the share, and you don't specify, we'll give you whichever we have most of. Choices include:Natural WhiteSharpGreen OnionSmokedSundried Tomato",,Light,
Ropp Cheese Choice,Cheese,,0,7.00,Published,Ropp Jersey Cheese,,1.0,Each,true,FALSE,1,http://,,,Light,
Rose Fingerlings,Produce - Vegetables,,0,4.00,Draft,All Fair Shares Producers,,2.0,lbs,true,FALSE,10,/staticResource/resources/item-no-image.jpg,Pretty Pink French Fingerling potatoes.,,Heavy,
Rose Veal,Grassfed Beef,,0,12.00,Archived,Raincrow Ranch,,1.0,Pack,true,FALSE,17,https://www.americangrassfedbeef.com/images/logo1-1-1.jpg,Beef Rose Veal,,Light,
Round Steak/lbs.,Grassfed Beef,,1,17.40,Published,D & M Farms,,1.0,lbs,true,FALSE,17,https://fairshares.org/wp-content/uploads/2019/06/raincrow.jpg,Price will be adjusted according to exact weight,,Light,
Rutabagas,Produce - Vegetables,,0,5.00,Published,Blue Heron Orchard,,1.0,Bag,true,FALSE,3,https://storage.googleapis.com/farmigo-images/1/6109270751051776/i/5074692033478656.jpg?v=1718109140612,A hybrid of a turnip and wild onion with a distinct slightly bitter flavor. Each bag is about 1.5lbs,,Light,
Rutabagas (1.0 Large),Produce - Vegetables,,0,6.00,Published,Blue Heron Orchard,,1.0,Large,true,FALSE,10,https://storage.googleapis.com/farmigo-images/1/6109270751051776/i/5074692033478656.jpg?v=1718109140612,A hybrid of a turnip and wild onion with a distinct slightly bitter flavor. Each bag is about 1.5lbs,,Light,
Rutabagas (1.0 Medium),Produce - Vegetables,,0,4.25,Published,Blue Heron Orchard,,1.0,Medium,true,FALSE,10,https://storage.googleapis.com/farmigo-images/1/6109270751051776/i/5074692033478656.jpg?v=1718109140612,A hybrid of a turnip and wild onion with a distinct slightly bitter flavor. Each bag is about 1.5lbs,,Light,
Rutabagas (1.0 Small),Produce - Vegetables,,0,2.00,Published,Blue Heron Orchard,,1.0,Small,true,FALSE,10,https://storage.googleapis.com/farmigo-images/1/6109270751051776/i/5074692033478656.jpg?v=1718109140612,A hybrid of a turnip and wild onion with a distinct slightly bitter flavor. Each bag is about 1.5lbs,,Light,
Rutabagas (1.0 XL),Produce - Vegetables,,0,6.50,Published,Blue Heron Orchard,,1.0,XL,true,FALSE,10,https://storage.googleapis.com/farmigo-images/1/6109270751051776/i/5074692033478656.jpg?v=1718109140612,A hybrid of a turnip and wild onion with a distinct slightly bitter flavor. Each bag is about 1.5lbs,,Light,
